Gene,Expression levels in AD samples (TPM),,,,,,,,,,,Expression levels in non-AD samples (TPM),,,,,,,,,,,,log2FoldChange,"Average abundance
log2(CPM)",Likelyhood ratio,P value,padj,Chromosome No,Location,
NEUROD2,6.951238,3.605423,2.209056,2.910533,1.322338,5.812606,8.155419,0.788897,3.96943875,2.70677845988905,,11.169701,14.783631,11.495624,21.84601,13.608586,7.986305,10.812891,14.070948,7.759544,9.033235,12.2566475,4.16541498763118,-1.10567171821976,4.81124120906011,11.9853031776807,0.000536217674817011,0.031696100671932,chr17,37759789,37766030
NEUROD6,16.636263,5.446161,8.268929,4.317891,2.35639,16.116085,25.290602,0.374533,9.85085675,8.63684673043901,,30.171032,70.575058,45.600376,63.274021,41.318611,24.026161,53.931293,31.364641,18.155888,31.430687,40.9847768,17.227046456335,-1.72310902181295,5.09320979861379,17.0185116076592,3.70171578425427e-05,0.00847921222458258,chr7,31377075,31380508
NFATC4,10.858829,4.380069,4.016024,23.301472,6.68316,2.034807,4.662915,4.080698,7.50224675,6.89841086281632,,7.556837,6.754922,4.570047,9.089843,2.541694,6.211624,2.509534,4.938955,5.447423,3.715365,5.3336244,2.13395075792152,1.01106282024914,4.08562722190953,11.037934616261,0.000892662569663489,0.0419159109929301,chr14,24834879,24848810
NFE2,1.020491,0.511588,0.142322,0.905107,1.819945,0.40655,0.098734,0.46476,0.671187125,0.565924541627349,,0.103008,0.19329,0.182804,0.208565,0.078771,0.453818,0.173223,0.370109,0.647663,0.181225,0.2592476,0.177716235147933,1.8205250739761,-0.651280783142036,12.2190973844872,0.000473028103124511,0.0296974594809733,chr12,54685895,54694905
NIPAL4,1.059662,3.25746,12.938226,2.744663,1.780378,0.817698,1.747866,0.565507,3.1139325,4.07615716897199,,0.879145,2.05958,1.093815,0.841346,0.485161,2.948935,1.708081,1.194685,0.659592,0.185079,1.2055419,0.825393842117332,1.66425167731112,2.05981888260216,13.4538407985383,0.000244505119119055,0.0210078328699944,chr5,156887027,156901725
NKIRAS1,29.93386,11.508258,17.496086,24.868401,24.579633,14.59013,30.541052,2.871264,19.5485855,9.66495196913546,,42.238681,63.758924,64.37306,83.128316,41.471507,35.589882,36.703431,37.864644,37.221535,42.01518,48.436516,16.1955763475591,-1.00286231696822,5.15996231422622,23.9851897004156,9.70795940910137e-07,0.00134085861799513,chr3,23933151,23988082
NMNAT2,24.826914,6.305432,9.133285,6.696303,22.289446,20.272372,39.850554,1.536453,16.363844875,12.7638102176537,,38.391483,51.293551,68.26257,88.308526,37.093085,28.063058,42.936748,33.209904,23.229698,46.678514,45.7467137,19.6182658509345,-1.12898139088926,6.7807122816385,10.7378825653505,0.00104964369511194,0.0463900770921538,chr1,183217372,183387737
NPAP1P2,0,0.0,0.0,11.642859,0.0,0.0,0.019167,0.0,1.45775325,4.11540966134228,,0.032391,0.0,0.0,0.020498,0.0,0.0,0.0,0.0,0.0,0.0,0.0052889,0.0114969573409663,7.06808480439632,-1.21770755644276,14.6510722961689,0.000129361027674242,0.0147963407446684,chr10,81620329,81621562
NPTN,114.788936,28.837953,51.466872,53.070453,71.990492,55.025234,109.160307,6.901377,61.405203,36.8057770243233,,126.017064,235.988066,234.817168,377.176748,121.798936,96.00253,108.60047,103.544107,89.058269,150.486887,164.3490245,91.9000906685496,-1.10740663956518,7.33685543765752,16.8580071135596,4.02830218935329e-05,0.00870682155270564,chr15,73852355,73926475
NPTX1,57.191203,8.243153,10.110982,13.629577,11.318029,36.524112,68.894283,1.306916,25.902281875,25.268822531403,,84.321139,59.344457,125.403417,195.627408,88.2221,24.798938,71.452554,92.631086,62.180036,77.339288,88.1320423,45.8102174211715,-1.5412147585343,7.4793167066679,12.3563029897115,0.000439500142562003,0.0285429144623934,chr17,78440948,78451643
NPTX2,10.755522,6.861518,10.135158,10.448359,11.622908,14.036035,10.685556,1.508745,9.506725125,3.78320391086053,,25.423658,47.820596,25.595869,132.993535,44.367822,137.964153,14.092123,28.10832,72.164714,21.766302,55.0297092,45.5408318356536,-2.09516138166448,5.75431545063906,30.6104693534931,3.15387307648528e-08,0.000217332480628371,chr7,98246609,98259180
NPTXR,52.925774,20.28746,40.650928,48.28582,38.375317,65.932281,86.599144,6.37921,44.92949175,25.0921154669521,,85.247429,169.821136,154.35939,382.953644,148.72702,133.467316,106.158348,98.385193,76.506454,83.357986,143.8983916,90.1871322248682,-1.25830028013647,8.39247400924717,16.2597187059717,5.52255871662954e-05,0.0102710837615996,chr22,39214457,39239987
NRN1,65.45527,23.81868,31.660701,64.856683,31.57989,51.815426,80.535144,11.307551,45.128668125,24.0939697971148,,100.687259,189.305215,136.215571,302.738217,133.360633,156.013522,105.990049,95.736199,98.83033,103.93021,142.2807205,63.9747993369971,-1.2822511060342,6.56582469789987,27.8692530756795,1.29796043399561e-07,0.000432030664264694,chr6,5998232,6007200
NRSN1,64.134681,26.940507,25.066932,7.000621,52.293497,44.935679,78.562126,6.165065,38.1373885,26.3074284176319,,84.882272,94.20107,131.387707,164.03507,91.282288,280.83455,98.945399,76.651524,95.895223,93.155486,121.1270589,61.7084709736337,-1.32820861916042,6.71983963410046,13.3553114812159,0.000257691738615651,0.021780336516516,chr6,24126350,24155128
NRXN1,42.17663,10.637761,17.261709,11.338378,22.086846,25.181526,40.687359,1.283026,21.331654375,14.4285679893045,,45.702567,55.740163,97.85001,129.588423,51.860383,35.706291,52.244741,45.440411,30.335702,86.413503,63.0882194,31.4617417334326,-1.22550586694804,7.08528520993151,12.6858724957807,0.00036842863683615,0.0262553684101666,chr2,50145643,51259674
NSF,88.350602,16.41017,31.749758,23.388488,59.014207,48.135538,121.96334,3.737544,49.093705875,39.7085589736444,,126.992527,191.442731,270.588997,322.852642,130.939198,77.696623,132.59068,96.571446,99.490493,163.912952,161.3078289,79.4994644990571,-1.40304188614687,7.97689425420015,14.7214249895569,0.000124622071036283,0.0146262204683852,chr17,44668035,44834830
NSFP1,14.382915,2.329716,5.701796,3.58755,8.07786,4.424642,25.390303,0.723572,8.07729425,8.15699240648423,,18.110613,20.583181,52.080818,66.867088,16.088085,11.32387,15.482517,16.10659,9.634128,24.091864,25.0368754,18.9333650957907,-1.30836143194609,3.83980843925707,11.7193409431106,0.000618538564748185,0.0341340122770527,chr17,44450221,44564507
NUDT11,17.803517,6.234042,6.686458,5.218106,14.78585,12.645036,22.613047,1.071084,10.8821425,7.28416144934301,,22.872652,30.492298,39.790635,72.265316,22.794648,21.80636,17.668901,22.706265,19.700358,25.522253,29.5619686,16.267815711667,-1.04859168160897,3.89802351769081,10.918190500498,0.000952245752296374,0.0436637447018553,chrX,51232863,51239448
NUDT11,17.803517,6.234042,6.686458,5.218106,14.78585,12.645036,22.613047,1.071084,10.8821425,7.28416144934301,,22.872652,30.492298,39.790635,72.265316,22.794648,21.80636,17.668901,22.706265,19.700358,25.522253,29.5619686,16.267815711667,-1.04859168160897,3.89802351769081,10.918190500498,0.000952245752296374,0.0436637447018553,JH806587.1,1203126,1209711
NXPH3,6.683927,1.54648,2.108789,2.736851,1.920344,2.240989,5.795744,0.368165,2.925161125,2.1708204793178,,3.947861,9.308361,10.502078,4.935663,4.47862,7.298583,11.175696,10.955271,3.870419,2.148219,6.8620771,3.39674785760862,-1.01501707187383,3.75683833549256,11.6712729175223,0.000634725676869128,0.0346280157566685,chr17,47653220,47661189
OLFM1,216.960381,109.741491,99.266307,204.646877,158.546251,264.439495,259.51982,53.178583,170.787400625,78.1446597468127,,392.14237,546.641095,454.296274,1012.061573,544.294509,351.47658,378.436117,267.640933,372.220923,493.84101,481.3051384,206.49582074412,-1.12949567684593,8.46754664869295,14.0631768130104,0.000176770944241548,0.0175929029902542,chr9,137967268,138013025
OLFM3,9.143755,1.971613,3.423724,1.250484,3.560831,7.505617,9.356464,0.070266,4.53534425,3.64081014750963,,11.329452,14.990832,22.774887,54.99328,15.327294,9.624991,15.176493,7.817987,9.431835,25.187045,18.6654096,13.9619430964595,-1.67150493902797,4.52772654668413,12.8795663708673,0.00033218919935687,0.0247021875615863,chr1,102268130,102462586
OPCML,22.361024,5.25313,7.687946,3.146724,13.594386,12.033002,17.731215,1.181388,10.373601875,7.37869867253326,,25.033487,34.330099,47.290033,71.212147,25.958093,22.641931,27.090316,22.617088,15.953287,33.462713,32.5589194,16.048793637157,-1.29718670336387,6.50539804547493,16.0185745291823,6.27240813660276e-05,0.0107636424353842,chr11,132284871,133402414
OR2A1-AS1,2.597401,2.663526,3.768302,4.939668,0.875733,0.728548,1.850806,0.901635,2.290702375,1.5118041564735,,1.456323,1.035484,1.677639,1.556317,0.727262,2.323053,1.620524,0.750793,1.018768,1.094777,1.326094,0.493979799796847,1.11856861403841,-0.0983158643308664,10.6532370541569,0.00109878427284832,0.0475293461277796,chr7,143948357,144053274
OR2A20P,1.81188,1.737339,2.259292,2.894326,1.221326,0.534245,1.748853,0.772605,1.62248325,0.770493748797437,,0.842196,1.073996,1.350572,0.97805,0.598979,1.020018,0.781014,0.524104,1.206232,0.519972,0.8895133,0.286801496147519,1.311672166505,1.09312392373131,19.3664024488673,1.07888549993396e-05,0.0052034485608453,chr7,143947138,143950050
OR2A9P,2.984496,2.368348,2.745776,3.994946,1.431032,0.523223,1.998494,1.037427,2.13546775,1.12917389898289,,0.968007,1.391198,1.792926,1.181768,0.708098,1.551883,1.00532,0.68832,1.401377,0.691128,1.1380025,0.389991955913694,1.30247767165009,1.30136230004236,19.210275620963,1.17081463452359e-05,0.00527389540648139,chr7,143991573,143998027
OR2W3,0.765908,0.090718,0.318409,0.141933,0.750568,0.132218,1.884274,0.036159,0.515023375,0.624157875620295,,2.034449,2.609266,1.419135,2.090182,2.299497,1.13039,1.618324,1.474762,1.660225,1.427792,1.7764022,0.462878619639654,-1.86297130413145,0.396183568545006,12.00922829843,0.000529377723887094,0.0315227456635144,chr1,248031277,248060449
OR5AK2,0.071628,0.025615,0.0,0.148447,0.187378,0.0,0.151983,0.0,0.073131375,0.0786011391373969,,0,0.0,0.0,0.040224,0.0,0.0,0.0,0.0,0.0,0.0,0.0040224,0.0127199456602613,3.74149408215696,-4.19613993338402,12.0099998064057,0.000529158629421496,0.0315227456635144,chr11,56756347,56757342
OR5AK4P,3.277476,0.363816,1.098764,5.610636,4.298242,0.055875,0.956063,0.0,1.957609,2.14792020521294,,0.206173,0.0,0.478451,0.0,0.0,0.331463,0.0,0.246019,0.76476,0.0,0.2026866,0.261588101467513,3.14407566511938,-3.45273994444891,15.288639406733,9.22697688114103e-05,0.0127118921782382,chr11,56804912,56805009
OVOL2,0.034656,0.013248,0.053068,0.0,0.0,0.033613,0.030837,0.013557,0.022372375,0.0187202020207162,,0.304784,0.140636,0.65648,0.387991,0.481006,0.136668,0.675276,0.277629,0.30881,0.243088,0.3612368,0.190563598252832,-3.11348140495846,-2.15647396280453,29.5940228741375,5.32689485410877e-08,0.000251380607244438,chr20,17937623,18039832
OXCT1,44.283323,11.823943,22.772042,24.319141,18.837916,20.525596,40.34219,4.297373,23.4001905,13.3757797925013,,52.952883,73.227573,92.368325,135.123763,50.051124,37.466081,49.981773,38.397463,44.160574,58.525257,63.2254816,30.2558274638416,-1.12970975949718,6.48297154830274,23.2416100948301,1.42872365335511e-06,0.00175885199490971,chr5,41730167,41870621
OXR1,50.437584,13.355766,29.922095,20.061858,14.447364,11.01829,28.556233,3.149899,21.368636125,14.7488340943414,,38.235695,79.84602,94.976103,119.003594,33.935868,46.833423,39.74827,32.385874,36.441138,39.67859,56.1084575,30.5763348401888,-1.23684570098573,6.36720390207654,24.0167397349535,9.55017750647019e-07,0.00134085861799513,chr8,107282473,107764922
PAK1,46.231102,14.319849,19.474075,17.152335,30.282197,45.052871,42.471581,3.723167,27.338397125,16.0409351673429,,88.506765,62.997235,119.44739,280.992745,112.671387,60.821391,93.252715,51.793377,72.344206,126.287245,106.9114456,66.4002903148895,-1.60587464714972,7.25864749063095,20.4508175696354,6.11834143730026e-06,0.00354144932098652,chr11,77032752,77185680
PARK2,4.694592,1.609067,2.050005,2.048365,3.451943,2.56281,6.083518,0.36713,2.85842875,1.82402898802794,,5.820089,8.82469,10.619616,12.112276,5.971611,5.610569,8.698072,6.244893,4.633267,5.301065,7.3836148,2.52579160460618,-1.02880999641203,3.73075130295283,15.153896955455,9.90935750565204e-05,0.0130342323284792,chr6,161768452,163148803
PARM1,11.01963,4.274178,3.79543,2.801562,8.910564,9.830072,13.053669,1.360333,6.88067975,4.33395394227913,,19.389819,31.675068,31.891325,58.7822,22.208957,23.754196,22.802137,13.431046,12.116372,30.181308,26.6232428,13.2466178449188,-1.50959677171039,5.72848666638977,22.0720498586813,2.62605688205436e-06,0.00209769671215433,chr4,75858305,75975325
PCDH18,3.044443,1.467527,1.027168,4.333576,1.85242,1.531605,2.036477,1.395256,2.086059,1.08991075136715,,0.920446,0.852202,1.435714,2.620357,1.084188,1.741569,1.245195,1.008558,1.420322,1.582818,1.3911369,0.521456216639827,1.06860995536318,2.80525321703188,13.2190949544453,0.000277111395789193,0.0228007021287786,chr4,138440072,138453648
PCDH7,9.409415,0.395795,5.339435,3.28025,6.273839,5.809039,12.768578,0.399716,5.459508375,4.23953912347954,,13.020017,14.241461,22.6262,41.292037,16.900666,10.460319,9.749848,12.025062,8.69069,18.256456,16.7262756,9.63312030318622,-1.38044229025537,5.51554305876144,10.7647054952123,0.00103454025007105,0.0459850705033545,chr4,30722037,31148422
PCDHA4,0.410776,0.097754,0.13281,0.180236,0.153208,0.091268,0.295174,0.029492,0.17383975,0.123319687036522,,0.316154,9.593481,2.505771,5.417006,0.22521,0.360224,5.082012,4.598542,1.925436,0.364198,3.0388034,3.09853498824709,-4.40927212353406,1.01810631357488,39.6783378581862,2.99428321077292e-10,1.6956326394286e-05,chr5,140186659,140391929
PCDHA4,0.410776,0.097754,0.13281,0.180236,0.153208,0.091268,0.295174,0.029492,0.17383975,0.123319687036522,,0.316154,9.593481,2.505771,5.417006,0.22521,0.360224,5.082012,4.598542,1.925436,0.364198,3.0388034,3.09853498824709,-4.40927212353406,1.01810631357488,39.6783378581862,2.99428321077292e-10,1.6956326394286e-05,KE332497.1,42250,247520
PCLO,8.861032,1.253682,2.845417,3.115063,6.975067,3.548073,9.816414,0.228309,4.580382125,3.53967127728278,,8.92767,11.891804,24.51041,19.547926,5.823892,5.705837,8.537458,7.171964,5.51482,8.704364,10.6336145,6.41388314362748,-1.18983453260264,6.26296723725397,10.4977247632527,0.0011952162887151,0.0496199741708609,chr7,82383329,82792246
PCMT1,92.998435,24.353011,64.709025,54.153371,39.649266,34.045437,63.522174,5.741385,47.396513,27.2275442838956,,85.053937,195.837733,215.453062,304.671576,103.561932,67.420632,90.988804,79.711422,77.837812,80.121121,130.0658031,80.3062591233694,-1.10280532522426,6.60976059158005,21.066189087258,4.43688267718083e-06,0.00292049652284078,chr6,150070579,150132556
PCSK1,4.693725,0.79901,1.146499,0.323556,1.053368,2.685745,3.533178,0.151356,1.798304625,1.64952328049911,,4.814787,13.941047,15.193586,33.652963,6.979357,19.139709,5.143453,4.193242,2.834808,6.679499,11.2572451,9.57645482057931,-2.18238906481442,4.25708626555749,23.3249176515163,1.36816024762578e-06,0.00172172325917334,chr5,95726119,95769847
PCSK6,9.311992,17.065504,65.056466,10.125925,14.070999,3.404314,7.823196,4.167389,16.378223125,20.1954913597739,,3.973971,16.037202,7.866777,4.08414,4.910248,10.947819,5.968696,10.182034,8.659976,1.670096,7.4300959,4.22343004544141,1.54955218097255,4.62638694054551,14.1132674270171,0.000172125439621281,0.0173131288105036,chr15,101840818,102065405
PDE2A,58.939533,15.291439,23.159132,20.057156,27.426198,49.429095,88.68549,6.581959,36.19625025,27.4352572732283,,68.252179,99.929078,126.472098,245.248139,81.156511,64.088735,78.367436,83.520234,65.640651,72.070519,98.474558,54.9012452880066,-1.16820494635492,7.27473562069173,15.5937089068609,7.85153866093814e-05,0.011759267195843,chr11,72287185,72385635
PDE8A,21.92079,35.269762,66.935658,37.974717,40.667947,9.536086,24.350202,10.967031,30.952774125,18.6714898648318,,14.112811,32.446922,24.035919,18.804406,7.836154,29.076659,23.285414,13.899945,17.783802,8.490376,18.9772408,8.25008462876697,1.01629672457152,5.65559558849551,13.9747467138497,0.00018528260580102,0.0180281248864364,chr15,85523671,85682376
PDP1,26.226891,6.390745,9.951843,14.886305,8.451322,16.207759,16.434777,0.93147,12.435139,7.72155665270385,,26.261849,26.208661,50.853957,101.858475,27.660753,24.060791,20.67819,18.349397,15.465418,32.763149,34.416064,25.6344555497686,-1.151759551611,5.86779554087273,13.1213583278555,0.000291948287669623,0.0231550974544021,chr8,94870035,94938294
PGAM2,0.961642,0.241982,0.605807,3.233454,0.645078,0.075543,0.049161,0.013241,0.7282385,1.06819684593979,,0.070984,0.05634,0.179437,0.050407,0.046121,0.07056,0.055017,0.171346,0.212685,0.010337,0.0923234,0.0687582476979227,2.76162675096321,-2.18853923490787,19.0197711799209,1.29371009853418e-05,0.00540745554696188,chr7,44102326,44105186
PGM2L1,28.83032,5.520792,8.427174,6.176844,10.510599,8.706298,29.518524,0.59543,12.285747625,10.8317688413152,,30.525633,41.088966,79.603691,69.830719,30.190889,23.21537,33.794529,31.720135,22.767635,30.631063,39.336863,19.4782328330115,-1.41992720699031,7.04339499785693,17.4965781110746,2.87825259062856e-05,0.0076844048165014,chr11,74041363,74109518
PHLDB1,67.487292,92.144438,186.697828,61.005885,71.001821,26.566054,49.860155,28.464762,72.903529375,50.915649854182,,32.883473,68.425595,62.559252,33.413309,20.76899,68.040179,56.526278,61.926171,53.711252,14.431055,47.2685554,20.0952520201864,1.05215303582666,6.55814600670971,12.8424148440612,0.000338850027427758,0.0249528455178238,chr11,118477155,118528741
PHLDB1,67.487292,92.144438,186.697828,61.005885,71.001821,26.566054,49.860155,28.464762,72.903529375,50.915649854182,,32.883473,68.425595,62.559252,33.413309,20.76899,68.040179,56.526278,61.926171,53.711252,14.431055,47.2685554,20.0952520201864,1.05215303582666,6.55814600670971,12.8424148440612,0.000338850027427758,0.0249528455178238,JH720443.2,231936,283476
PHYHD1,65.703487,28.668234,24.012289,127.844174,50.388081,10.496282,34.861021,4.294217,43.283473125,39.5595898700222,,19.497492,33.311518,27.149118,20.725024,8.427343,11.447694,19.702407,30.394589,32.837471,7.84957,21.1342226,9.6830777106821,1.26514334849414,4.73762508960103,16.3506933311141,5.26369025010026e-05,0.0100362799721524,chr9,131683174,131704320
PID1,18.179981,7.923216,9.944565,8.794605,13.21369,10.517783,21.025999,3.628212,11.653506375,5.6515073001694,,27.288877,30.992367,44.141073,50.656736,32.376208,28.518731,34.529902,24.593884,26.408764,32.461002,33.1967544,8.22836160623078,-1.15175524942797,5.21508503996037,26.0064689372881,3.40275271474767e-07,0.000741132628782484,chr2,229715242,230136001
PIP4K2A,96.656925,141.836345,342.223098,110.513589,123.103659,44.539597,78.575492,52.000148,123.681106625,94.4384099211838,,59.205311,121.59964,80.399874,41.876161,42.281409,139.25805,97.185386,74.810592,92.717433,40.09311,78.9426966,34.3448625448511,1.04471710823358,7.97146297424098,11.1323021742729,0.000848372304845361,0.0407830859516876,chr10,22823778,23003484
